,Assay,Sample,Ct,treatment,time,cell_line,replicate
32569,MMP2,TGFb_1_C_6,21.20016,TGFb,1,C,6
32570,PDGFA,TGFb_1_C_6,31.00826,TGFb,1,C,6
32571,THBS2,TGFb_1_C_6,23.04462,TGFb,1,C,6
32572,FBN1,TGFb_1_C_6,22.69851,TGFb,1,C,6
32573,FN1,TGFb_1_C_6,17.77052,TGFb,1,C,6
32574,GADD45B,TGFb_1_C_6,24.25493,TGFb,1,C,6
32575,HAS2,TGFb_1_C_6,27.44177,TGFb,1,C,6
32576,SERPINE2,TGFb_1_C_6,22.7939,TGFb,1,C,6
32577,SKIL,TGFb_1_C_6,25.90531,TGFb,1,C,6
32578,SMAD7,TGFb_1_C_6,25.95272,TGFb,1,C,6
32579,TGFB1,TGFb_1_C_6,24.65873,TGFb,1,C,6
32580,VEGFA,TGFb_1_C_6,26.91297,TGFb,1,C,6
32582,ACTA2,TGFb_1_C_6,24.87169,TGFb,1,C,6
32583,ATP6AP1,TGFb_1_C_6,24.56592,TGFb,1,C,6
32584,BGN,TGFb_1_C_6,23.3235,TGFb,1,C,6
32585,IL6,TGFb_1_C_6,29.1715,TGFb,1,C,6
32586,ITGA2,TGFb_1_C_6,26.36749,TGFb,1,C,6
32587,JUNB,TGFb_1_C_6,23.94354,TGFb,1,C,6
32588,LOXL1,TGFb_1_C_6,22.95865,TGFb,1,C,6
32589,TGFBR2,TGFb_1_C_6,23.73803,TGFb,1,C,6
32590,COL5A1,TGFb_1_C_6,26.65817,TGFb,1,C,6
32591,DCN,TGFb_1_C_6,20.22793,TGFb,1,C,6
32592,ELN,TGFb_1_C_6,29.94399,TGFb,1,C,6
32593,ETS1,TGFb_1_C_6,25.93712,TGFb,1,C,6
32594,CDKN2A,TGFb_1_C_6,27.40225,TGFb,1,C,6
32595,PSMD14,TGFb_1_C_6,26.57417,TGFb,1,C,6
32596,RARA,TGFb_1_C_6,27.70114,TGFb,1,C,6
32597,RHOB,TGFb_1_C_6,23.77506,TGFb,1,C,6
32598,TIMP3,TGFb_1_C_6,23.26055,TGFb,1,C,6
32599,PPP3CA,TGFb_1_C_6,24.52516,TGFb,1,C,6
32600,CDKN2B,TGFb_1_C_6,30.34368,TGFb,1,C,6
32601,COL1A2,TGFb_1_C_6,20.14366,TGFb,1,C,6
32602,COL4A1,TGFb_1_C_6,26.69476,TGFb,1,C,6
32603,MMP1,TGFb_1_C_6,26.27092,TGFb,1,C,6
32604,MMP14,TGFb_1_C_6,22.26635,TGFb,1,C,6
32605,NOX4,TGFb_1_C_6,29.12574,TGFb,1,C,6
32606,PMEPA1,TGFb_1_C_6,29.38405,TGFb,1,C,6
32607,TIMP1,TGFb_1_C_6,19.98184,TGFb,1,C,6
32608,FGF2,TGFb_1_C_6,26.07355,TGFb,1,C,6
32610,GUSB,TGFb_1_C_6,26.63857,TGFb,1,C,6
32611,ID1,TGFb_1_C_6,24.39531,TGFb,1,C,6
32612,SKI,TGFb_1_C_6,24.22987,TGFb,1,C,6
32613,SMAD3,TGFb_1_C_6,24.35404,TGFb,1,C,6
32614,SPARC,TGFb_1_C_6,21.59122,TGFb,1,C,6
32615,TGFBR1,TGFb_1_C_6,26.41911,TGFb,1,C,6
32616,VIM,TGFb_1_C_6,17.44257,TGFb,1,C,6
32617,TP53BP1,Control_8_C_6,24.67367,Control,8,C,6
32618,ADAMTS1,Control_8_C_6,23.48064,Control,8,C,6
32619,B2M,Control_8_C_6,19.8776,Control,8,C,6
32620,BHLHE40,Control_8_C_6,28.95285,Control,8,C,6
32621,ITGA1,Control_8_C_6,28.14336,Control,8,C,6
32622,JUN,Control_8_C_6,23.87604,Control,8,C,6
32623,LARP6,Control_8_C_6,24.84222,Control,8,C,6
32624,LOXL2,Control_8_C_6,26.61525,Control,8,C,6
32625,THBS1,Control_8_C_6,20.75232,Control,8,C,6
32626,CTGF,Control_8_C_6,25.4679,Control,8,C,6
32627,EGR2,Control_8_C_6,32.08832,Control,8,C,6
32628,ENG,Control_8_C_6,24.21267,Control,8,C,6
32629,FBLN1,Control_8_C_6,19.93671,Control,8,C,6
32630,PPIA,Control_8_C_6,22.30927,Control,8,C,6
32631,PTEN,Control_8_C_6,24.37747,Control,8,C,6
32632,RARG,Control_8_C_6,24.65813,Control,8,C,6
32633,SERPINE1,Control_8_C_6,23.21382,Control,8,C,6
32634,VCAN,Control_8_C_6,23.14484,Control,8,C,6
32635,CAV1,Control_8_C_6,20.81841,Control,8,C,6
32637,COL1A1,Control_8_C_6,20.36391,Control,8,C,6
32639,LTBP2,Control_8_C_6,24.07637,Control,8,C,6
32640,MMP13,Control_8_C_6,28.41503,Control,8,C,6
32641,MMP2,Control_8_C_6,20.67629,Control,8,C,6
32642,PDGFA,Control_8_C_6,30.41854,Control,8,C,6
32643,THBS2,Control_8_C_6,22.73731,Control,8,C,6
32644,FBN1,Control_8_C_6,22.55701,Control,8,C,6
32645,FN1,Control_8_C_6,17.65273,Control,8,C,6
32646,GADD45B,Control_8_C_6,27.27551,Control,8,C,6
32647,HAS2,Control_8_C_6,28.02123,Control,8,C,6
32648,SERPINE2,Control_8_C_6,22.70742,Control,8,C,6
32649,SKIL,Control_8_C_6,26.32438,Control,8,C,6
32650,SMAD7,Control_8_C_6,28.27084,Control,8,C,6
32651,TGFB1,Control_8_C_6,24.57298,Control,8,C,6
32652,VEGFA,Control_8_C_6,27.89511,Control,8,C,6
32654,ACTA2,Control_8_C_6,24.45626,Control,8,C,6
32655,ATP6AP1,Control_8_C_6,24.32376,Control,8,C,6
32656,BGN,Control_8_C_6,23.01089,Control,8,C,6
32657,IL6,Control_8_C_6,30.45957,Control,8,C,6
32658,ITGA2,Control_8_C_6,26.38084,Control,8,C,6
32659,JUNB,Control_8_C_6,26.97789,Control,8,C,6
32660,LOXL1,Control_8_C_6,22.47305,Control,8,C,6
32661,TGFBR2,Control_8_C_6,23.48089,Control,8,C,6
32662,COL5A1,Control_8_C_6,26.43073,Control,8,C,6
32663,DCN,Control_8_C_6,19.73104,Control,8,C,6
32664,ELN,Control_8_C_6,29.31446,Control,8,C,6
32665,ETS1,Control_8_C_6,26.76418,Control,8,C,6
32666,CDKN2A,Control_8_C_6,26.54118,Control,8,C,6
32667,PSMD14,Control_8_C_6,26.87047,Control,8,C,6
32668,RARA,Control_8_C_6,27.90301,Control,8,C,6
32669,RHOB,Control_8_C_6,24.60032,Control,8,C,6
32670,TIMP3,Control_8_C_6,23.19304,Control,8,C,6
32671,PPP3CA,Control_8_C_6,24.25368,Control,8,C,6
32672,CDKN2B,Control_8_C_6,30.86144,Control,8,C,6
32673,COL1A2,Control_8_C_6,19.63144,Control,8,C,6
32674,COL4A1,Control_8_C_6,26.52616,Control,8,C,6
32675,MMP1,Control_8_C_6,26.14686,Control,8,C,6
32676,MMP14,Control_8_C_6,22.14927,Control,8,C,6
32677,NOX4,Control_8_C_6,28.20685,Control,8,C,6
32678,PMEPA1,Control_8_C_6,28.12089,Control,8,C,6
32679,TIMP1,Control_8_C_6,19.7583,Control,8,C,6
32680,FGF2,Control_8_C_6,25.68007,Control,8,C,6
32682,GUSB,Control_8_C_6,25.73045,Control,8,C,6
32683,ID1,Control_8_C_6,27.9788,Control,8,C,6
32684,SKI,Control_8_C_6,24.14524,Control,8,C,6
32685,SMAD3,Control_8_C_6,24.32828,Control,8,C,6
32686,SPARC,Control_8_C_6,21.46442,Control,8,C,6
32687,TGFBR1,Control_8_C_6,26.69655,Control,8,C,6
32688,VIM,Control_8_C_6,17.22702,Control,8,C,6
32689,TP53BP1,TGFb_1_I_6,25.51361,TGFb,1,I,6
32690,ADAMTS1,TGFb_1_I_6,26.33407,TGFb,1,I,6
32691,B2M,TGFb_1_I_6,20.32495,TGFb,1,I,6
32692,BHLHE40,TGFb_1_I_6,27.40568,TGFb,1,I,6
32693,ITGA1,TGFb_1_I_6,29.11964,TGFb,1,I,6
32694,JUN,TGFb_1_I_6,25.4663,TGFb,1,I,6
32695,LARP6,TGFb_1_I_6,25.4504,TGFb,1,I,6
32696,LOXL2,TGFb_1_I_6,27.83146,TGFb,1,I,6
32697,THBS1,TGFb_1_I_6,23.78456,TGFb,1,I,6
32698,CTGF,TGFb_1_I_6,25.08709,TGFb,1,I,6
32699,EGR2,TGFb_1_I_6,NA,TGFb,1,I,6
32700,ENG,TGFb_1_I_6,25.40896,TGFb,1,I,6
32701,FBLN1,TGFb_1_I_6,20.15709,TGFb,1,I,6
32702,PPIA,TGFb_1_I_6,22.43243,TGFb,1,I,6
32703,PTEN,TGFb_1_I_6,25.7854,TGFb,1,I,6
32704,RARG,TGFb_1_I_6,25.19462,TGFb,1,I,6
32705,SERPINE1,TGFb_1_I_6,23.60879,TGFb,1,I,6
32706,VCAN,TGFb_1_I_6,24.3984,TGFb,1,I,6
32707,CAV1,TGFb_1_I_6,21.36055,TGFb,1,I,6
32709,COL1A1,TGFb_1_I_6,22.13763,TGFb,1,I,6
32711,LTBP2,TGFb_1_I_6,23.08684,TGFb,1,I,6
32712,MMP13,TGFb_1_I_6,31.39654,TGFb,1,I,6
32713,MMP2,TGFb_1_I_6,20.74356,TGFb,1,I,6
32714,PDGFA,TGFb_1_I_6,33.14561,TGFb,1,I,6
32715,THBS2,TGFb_1_I_6,23.98647,TGFb,1,I,6
32716,FBN1,TGFb_1_I_6,21.98862,TGFb,1,I,6
32717,FN1,TGFb_1_I_6,17.18874,TGFb,1,I,6
32718,GADD45B,TGFb_1_I_6,24.78727,TGFb,1,I,6
32719,HAS2,TGFb_1_I_6,27.30036,TGFb,1,I,6
32720,SERPINE2,TGFb_1_I_6,22.92282,TGFb,1,I,6
32721,SKIL,TGFb_1_I_6,26.85246,TGFb,1,I,6
32722,SMAD7,TGFb_1_I_6,29.32136,TGFb,1,I,6
32723,TGFB1,TGFb_1_I_6,25.58192,TGFb,1,I,6
32724,VEGFA,TGFb_1_I_6,28.79711,TGFb,1,I,6
32726,ACTA2,TGFb_1_I_6,26.48808,TGFb,1,I,6
32727,ATP6AP1,TGFb_1_I_6,24.66291,TGFb,1,I,6
32728,BGN,TGFb_1_I_6,26.42082,TGFb,1,I,6
32729,IL6,TGFb_1_I_6,30.16961,TGFb,1,I,6
32730,ITGA2,TGFb_1_I_6,27.8276,TGFb,1,I,6
32731,JUNB,TGFb_1_I_6,26.07249,TGFb,1,I,6
32732,LOXL1,TGFb_1_I_6,24.03205,TGFb,1,I,6
32733,TGFBR2,TGFb_1_I_6,23.81179,TGFb,1,I,6
32734,COL5A1,TGFb_1_I_6,29.80745,TGFb,1,I,6
32735,DCN,TGFb_1_I_6,19.67188,TGFb,1,I,6
32736,ELN,TGFb_1_I_6,NA,TGFb,1,I,6
32737,ETS1,TGFb_1_I_6,27.68593,TGFb,1,I,6
32738,CDKN2A,TGFb_1_I_6,27.05974,TGFb,1,I,6
32739,PSMD14,TGFb_1_I_6,26.13776,TGFb,1,I,6
32740,RARA,TGFb_1_I_6,29.06263,TGFb,1,I,6
32741,RHOB,TGFb_1_I_6,25.39896,TGFb,1,I,6
32742,TIMP3,TGFb_1_I_6,21.97194,TGFb,1,I,6
32743,PPP3CA,TGFb_1_I_6,25.10222,TGFb,1,I,6
32744,CDKN2B,TGFb_1_I_6,29.87154,TGFb,1,I,6
32745,COL1A2,TGFb_1_I_6,20.99675,TGFb,1,I,6
32746,COL4A1,TGFb_1_I_6,27.62062,TGFb,1,I,6
32747,MMP1,TGFb_1_I_6,21.27631,TGFb,1,I,6
32748,MMP14,TGFb_1_I_6,21.84844,TGFb,1,I,6
32749,NOX4,TGFb_1_I_6,28.49087,TGFb,1,I,6
32750,PMEPA1,TGFb_1_I_6,30.09632,TGFb,1,I,6
32751,TIMP1,TGFb_1_I_6,18.98023,TGFb,1,I,6
32752,FGF2,TGFb_1_I_6,26.51682,TGFb,1,I,6
32754,GUSB,TGFb_1_I_6,27.18127,TGFb,1,I,6
32755,ID1,TGFb_1_I_6,26.05066,TGFb,1,I,6
32756,SKI,TGFb_1_I_6,24.76668,TGFb,1,I,6
32757,SMAD3,TGFb_1_I_6,25.75763,TGFb,1,I,6
32758,SPARC,TGFb_1_I_6,22.75997,TGFb,1,I,6
32759,TGFBR1,TGFb_1_I_6,26.8489,TGFb,1,I,6
32760,VIM,TGFb_1_I_6,17.84176,TGFb,1,I,6
32761,TP53BP1,Control_4_C_6,24.72936,Control,4,C,6
32762,ADAMTS1,Control_4_C_6,24.31122,Control,4,C,6
32763,B2M,Control_4_C_6,20.03195,Control,4,C,6
32764,BHLHE40,Control_4_C_6,28.79462,Control,4,C,6
32765,ITGA1,Control_4_C_6,28.40073,Control,4,C,6
32766,JUN,Control_4_C_6,24.14127,Control,4,C,6
32767,LARP6,Control_4_C_6,25.18795,Control,4,C,6
32768,LOXL2,Control_4_C_6,26.80776,Control,4,C,6
32769,THBS1,Control_4_C_6,21.47018,Control,4,C,6
32770,CTGF,Control_4_C_6,26.14513,Control,4,C,6
32771,EGR2,Control_4_C_6,NA,Control,4,C,6
32772,ENG,Control_4_C_6,24.9745,Control,4,C,6
32773,FBLN1,Control_4_C_6,20.37906,Control,4,C,6
32774,PPIA,Control_4_C_6,22.52949,Control,4,C,6
32775,PTEN,Control_4_C_6,24.97217,Control,4,C,6
32776,RARG,Control_4_C_6,25.25598,Control,4,C,6
32777,SERPINE1,Control_4_C_6,23.62572,Control,4,C,6
32778,VCAN,Control_4_C_6,23.46429,Control,4,C,6
32779,CAV1,Control_4_C_6,20.97459,Control,4,C,6
32781,COL1A1,Control_4_C_6,20.71956,Control,4,C,6
32783,LTBP2,Control_4_C_6,24.55532,Control,4,C,6
32784,MMP13,Control_4_C_6,31.75478,Control,4,C,6
32785,MMP2,Control_4_C_6,21.26512,Control,4,C,6
32786,PDGFA,Control_4_C_6,30.41348,Control,4,C,6
32787,THBS2,Control_4_C_6,23.06045,Control,4,C,6
32788,FBN1,Control_4_C_6,22.79953,Control,4,C,6
32789,FN1,Control_4_C_6,17.80727,Control,4,C,6
32790,GADD45B,Control_4_C_6,28.23727,Control,4,C,6
32791,HAS2,Control_4_C_6,28.33076,Control,4,C,6
32792,SERPINE2,Control_4_C_6,22.9454,Control,4,C,6
32793,SKIL,Control_4_C_6,26.59825,Control,4,C,6
32794,SMAD7,Control_4_C_6,29.95704,Control,4,C,6
32795,TGFB1,Control_4_C_6,24.87642,Control,4,C,6
32796,VEGFA,Control_4_C_6,27.22401,Control,4,C,6
32798,ACTA2,Control_4_C_6,24.79484,Control,4,C,6
32799,ATP6AP1,Control_4_C_6,24.86861,Control,4,C,6
32800,BGN,Control_4_C_6,23.43324,Control,4,C,6
32801,IL6,Control_4_C_6,29.79679,Control,4,C,6
32802,ITGA2,Control_4_C_6,25.9478,Control,4,C,6
32803,JUNB,Control_4_C_6,26.75009,Control,4,C,6
32804,LOXL1,Control_4_C_6,23.02254,Control,4,C,6
32805,TGFBR2,Control_4_C_6,23.7016,Control,4,C,6
32806,COL5A1,Control_4_C_6,27.16739,Control,4,C,6
32807,DCN,Control_4_C_6,20.10235,Control,4,C,6
32808,ELN,Control_4_C_6,29.11069,Control,4,C,6
32809,ETS1,Control_4_C_6,26.5279,Control,4,C,6
32810,CDKN2A,Control_4_C_6,27.17866,Control,4,C,6
32811,PSMD14,Control_4_C_6,27.19188,Control,4,C,6
32812,RARA,Control_4_C_6,27.97229,Control,4,C,6
32813,RHOB,Control_4_C_6,24.77518,Control,4,C,6
32814,TIMP3,Control_4_C_6,23.51518,Control,4,C,6
32815,PPP3CA,Control_4_C_6,24.56177,Control,4,C,6
32816,CDKN2B,Control_4_C_6,30.49616,Control,4,C,6
32817,COL1A2,Control_4_C_6,20.19443,Control,4,C,6
32818,COL4A1,Control_4_C_6,25.92243,Control,4,C,6
32819,MMP1,Control_4_C_6,26.17048,Control,4,C,6
32820,MMP14,Control_4_C_6,22.35356,Control,4,C,6
32821,NOX4,Control_4_C_6,28.65334,Control,4,C,6
32822,PMEPA1,Control_4_C_6,29.04767,Control,4,C,6
32823,TIMP1,Control_4_C_6,20.13409,Control,4,C,6
32824,FGF2,Control_4_C_6,26.65576,Control,4,C,6
32826,GUSB,Control_4_C_6,27.04711,Control,4,C,6
32827,ID1,Control_4_C_6,27.83378,Control,4,C,6
32828,SKI,Control_4_C_6,24.4969,Control,4,C,6
32829,SMAD3,Control_4_C_6,24.57859,Control,4,C,6
32830,SPARC,Control_4_C_6,21.58644,Control,4,C,6
32831,TGFBR1,Control_4_C_6,26.05953,Control,4,C,6
32832,VIM,Control_4_C_6,17.43789,Control,4,C,6
32833,TP53BP1,Control_72_C_6,24.84249,Control,72,C,6
32834,ADAMTS1,Control_72_C_6,24.47036,Control,72,C,6
32835,B2M,Control_72_C_6,20.17112,Control,72,C,6
32836,BHLHE40,Control_72_C_6,28.96113,Control,72,C,6
32837,ITGA1,Control_72_C_6,28.52584,Control,72,C,6
32838,JUN,Control_72_C_6,23.75755,Control,72,C,6
32839,LARP6,Control_72_C_6,25.30293,Control,72,C,6
32840,LOXL2,Control_72_C_6,27.56332,Control,72,C,6
32841,THBS1,Control_72_C_6,21.1664,Control,72,C,6
32842,CTGF,Control_72_C_6,24.75962,Control,72,C,6
32843,EGR2,Control_72_C_6,30.35759,Control,72,C,6
32844,ENG,Control_72_C_6,24.74944,Control,72,C,6
32845,FBLN1,Control_72_C_6,19.10217,Control,72,C,6
32846,PPIA,Control_72_C_6,22.79199,Control,72,C,6
32847,PTEN,Control_72_C_6,24.98826,Control,72,C,6
32848,RARG,Control_72_C_6,25.30408,Control,72,C,6
32849,SERPINE1,Control_72_C_6,24.84515,Control,72,C,6
32850,VCAN,Control_72_C_6,22.94044,Control,72,C,6
32851,CAV1,Control_72_C_6,22.10769,Control,72,C,6
32853,COL1A1,Control_72_C_6,19.15616,Control,72,C,6
32855,LTBP2,Control_72_C_6,24.4016,Control,72,C,6
32856,MMP13,Control_72_C_6,28.12624,Control,72,C,6
32857,MMP2,Control_72_C_6,20.84607,Control,72,C,6
32858,PDGFA,Control_72_C_6,29.34883,Control,72,C,6
32859,THBS2,Control_72_C_6,22.91315,Control,72,C,6
32860,FBN1,Control_72_C_6,22.51307,Control,72,C,6
32861,FN1,Control_72_C_6,18.77301,Control,72,C,6
32862,GADD45B,Control_72_C_6,27.44497,Control,72,C,6
32863,HAS2,Control_72_C_6,27.7436,Control,72,C,6
32864,SERPINE2,Control_72_C_6,24.05442,Control,72,C,6
32865,SKIL,Control_72_C_6,25.97817,Control,72,C,6
32866,SMAD7,Control_72_C_6,28.03959,Control,72,C,6
32867,TGFB1,Control_72_C_6,24.9909,Control,72,C,6
32868,VEGFA,Control_72_C_6,27.42873,Control,72,C,6
32870,ACTA2,Control_72_C_6,23.91778,Control,72,C,6
32871,ATP6AP1,Control_72_C_6,24.52369,Control,72,C,6
32872,BGN,Control_72_C_6,23.37702,Control,72,C,6
32873,IL6,Control_72_C_6,29.46544,Control,72,C,6
32874,ITGA2,Control_72_C_6,26.26506,Control,72,C,6
32875,JUNB,Control_72_C_6,27.03596,Control,72,C,6
32876,LOXL1,Control_72_C_6,22.94571,Control,72,C,6
32877,TGFBR2,Control_72_C_6,23.42928,Control,72,C,6
32878,COL5A1,Control_72_C_6,26.10946,Control,72,C,6
32879,DCN,Control_72_C_6,19.34056,Control,72,C,6
32880,ELN,Control_72_C_6,26.94348,Control,72,C,6
32881,ETS1,Control_72_C_6,26.95411,Control,72,C,6
32882,CDKN2A,Control_72_C_6,26.76153,Control,72,C,6
32883,PSMD14,Control_72_C_6,26.61399,Control,72,C,6
32884,RARA,Control_72_C_6,27.96465,Control,72,C,6
32885,RHOB,Control_72_C_6,24.49187,Control,72,C,6
32886,TIMP3,Control_72_C_6,22.73621,Control,72,C,6
32887,PPP3CA,Control_72_C_6,24.86972,Control,72,C,6
32888,CDKN2B,Control_72_C_6,30.50534,Control,72,C,6
32889,COL1A2,Control_72_C_6,19.54474,Control,72,C,6
32890,COL4A1,Control_72_C_6,26.8343,Control,72,C,6
32891,MMP1,Control_72_C_6,29.38696,Control,72,C,6
32892,MMP14,Control_72_C_6,22.22559,Control,72,C,6
32893,NOX4,Control_72_C_6,28.36646,Control,72,C,6
32894,PMEPA1,Control_72_C_6,28.09303,Control,72,C,6
32895,TIMP1,Control_72_C_6,20.61207,Control,72,C,6
32896,FGF2,Control_72_C_6,25.94047,Control,72,C,6
32898,GUSB,Control_72_C_6,25.94043,Control,72,C,6
32899,ID1,Control_72_C_6,28.23041,Control,72,C,6
32900,SKI,Control_72_C_6,24.45819,Control,72,C,6
32901,SMAD3,Control_72_C_6,25.07502,Control,72,C,6
32902,SPARC,Control_72_C_6,21.3944,Control,72,C,6
32903,TGFBR1,Control_72_C_6,25.34188,Control,72,C,6
32904,VIM,Control_72_C_6,17.65454,Control,72,C,6
32905,TP53BP1,Control_4_I_6,25.16315,Control,4,I,6
32906,ADAMTS1,Control_4_I_6,26.81785,Control,4,I,6
32907,B2M,Control_4_I_6,20.32714,Control,4,I,6
32908,BHLHE40,Control_4_I_6,30.97022,Control,4,I,6
32909,ITGA1,Control_4_I_6,28.2747,Control,4,I,6
32910,JUN,Control_4_I_6,25.61392,Control,4,I,6
32911,LARP6,Control_4_I_6,25.10388,Control,4,I,6
32912,LOXL2,Control_4_I_6,26.94048,Control,4,I,6
32913,THBS1,Control_4_I_6,23.83213,Control,4,I,6
32914,CTGF,Control_4_I_6,28.31721,Control,4,I,6
32915,EGR2,Control_4_I_6,NA,Control,4,I,6
32916,ENG,Control_4_I_6,25.20412,Control,4,I,6
32917,FBLN1,Control_4_I_6,20.29174,Control,4,I,6
32918,PPIA,Control_4_I_6,22.35131,Control,4,I,6
32919,PTEN,Control_4_I_6,25.85793,Control,4,I,6
32920,RARG,Control_4_I_6,25.32604,Control,4,I,6
32921,SERPINE1,Control_4_I_6,24.41724,Control,4,I,6
32922,VCAN,Control_4_I_6,24.14292,Control,4,I,6
32923,CAV1,Control_4_I_6,21.35038,Control,4,I,6
32925,COL1A1,Control_4_I_6,22.07727,Control,4,I,6
32927,LTBP2,Control_4_I_6,23.17053,Control,4,I,6
32928,MMP13,Control_4_I_6,30.5659,Control,4,I,6
32929,MMP2,Control_4_I_6,20.49765,Control,4,I,6
32930,PDGFA,Control_4_I_6,31.21759,Control,4,I,6
32931,THBS2,Control_4_I_6,23.98685,Control,4,I,6
32932,FBN1,Control_4_I_6,21.62438,Control,4,I,6
32933,FN1,Control_4_I_6,17.29514,Control,4,I,6
32934,GADD45B,Control_4_I_6,28.16652,Control,4,I,6
32935,HAS2,Control_4_I_6,28.47653,Control,4,I,6
32936,SERPINE2,Control_4_I_6,22.75731,Control,4,I,6
32937,SKIL,Control_4_I_6,26.95952,Control,4,I,6
32938,SMAD7,Control_4_I_6,30.70902,Control,4,I,6
32939,TGFB1,Control_4_I_6,25.58926,Control,4,I,6
32940,VEGFA,Control_4_I_6,27.54017,Control,4,I,6
32942,ACTA2,Control_4_I_6,25.54295,Control,4,I,6
32943,ATP6AP1,Control_4_I_6,24.63828,Control,4,I,6
32944,BGN,Control_4_I_6,26.37922,Control,4,I,6
32945,IL6,Control_4_I_6,29.64616,Control,4,I,6
32946,ITGA2,Control_4_I_6,28.00656,Control,4,I,6
32947,JUNB,Control_4_I_6,27.58016,Control,4,I,6
32948,LOXL1,Control_4_I_6,23.82081,Control,4,I,6
32949,TGFBR2,Control_4_I_6,23.77578,Control,4,I,6
32950,COL5A1,Control_4_I_6,29.42593,Control,4,I,6
32951,DCN,Control_4_I_6,19.39963,Control,4,I,6
32953,ETS1,Control_4_I_6,28.1386,Control,4,I,6
32954,CDKN2A,Control_4_I_6,27.21334,Control,4,I,6
32955,PSMD14,Control_4_I_6,26.30844,Control,4,I,6
32956,RARA,Control_4_I_6,28.64033,Control,4,I,6
32957,RHOB,Control_4_I_6,25.04541,Control,4,I,6
32958,TIMP3,Control_4_I_6,22.0773,Control,4,I,6
32959,PPP3CA,Control_4_I_6,25.04261,Control,4,I,6
32960,CDKN2B,Control_4_I_6,30.88362,Control,4,I,6
32961,COL1A2,Control_4_I_6,20.73588,Control,4,I,6
32962,COL4A1,Control_4_I_6,27.1041,Control,4,I,6
32963,MMP1,Control_4_I_6,21.16572,Control,4,I,6
32964,MMP14,Control_4_I_6,21.93314,Control,4,I,6
32965,NOX4,Control_4_I_6,29.69563,Control,4,I,6
32966,PMEPA1,Control_4_I_6,29.25808,Control,4,I,6
32967,TIMP1,Control_4_I_6,19.13829,Control,4,I,6
32968,FGF2,Control_4_I_6,26.79501,Control,4,I,6
32970,GUSB,Control_4_I_6,26.95122,Control,4,I,6
32971,ID1,Control_4_I_6,29.89178,Control,4,I,6
32972,SKI,Control_4_I_6,24.90285,Control,4,I,6
32973,SMAD3,Control_4_I_6,25.44091,Control,4,I,6
32974,SPARC,Control_4_I_6,22.55137,Control,4,I,6
32975,TGFBR1,Control_4_I_6,25.52103,Control,4,I,6
32976,VIM,Control_4_I_6,17.62857,Control,4,I,6
32977,TP53BP1,Control_2_C_6,24.59101,Control,2,C,6
32978,ADAMTS1,Control_2_C_6,23.82368,Control,2,C,6
32979,B2M,Control_2_C_6,19.94242,Control,2,C,6
32980,BHLHE40,Control_2_C_6,28.6492,Control,2,C,6
32981,ITGA1,Control_2_C_6,28.36561,Control,2,C,6
32982,JUN,Control_2_C_6,24.27403,Control,2,C,6
32983,LARP6,Control_2_C_6,24.77384,Control,2,C,6
32984,LOXL2,Control_2_C_6,26.37529,Control,2,C,6
32985,THBS1,Control_2_C_6,20.9399,Control,2,C,6
32986,CTGF,Control_2_C_6,25.59525,Control,2,C,6
32987,EGR2,Control_2_C_6,31.36421,Control,2,C,6
32988,ENG,Control_2_C_6,24.44011,Control,2,C,6
32989,FBLN1,Control_2_C_6,20.14438,Control,2,C,6
32990,PPIA,Control_2_C_6,22.31841,Control,2,C,6
32991,PTEN,Control_2_C_6,25.14686,Control,2,C,6
32992,RARG,Control_2_C_6,25.26513,Control,2,C,6
32993,SERPINE1,Control_2_C_6,23.686,Control,2,C,6
32994,VCAN,Control_2_C_6,22.92356,Control,2,C,6
32995,CAV1,Control_2_C_6,21.05957,Control,2,C,6
32997,COL1A1,Control_2_C_6,20.5041,Control,2,C,6
32999,LTBP2,Control_2_C_6,24.30128,Control,2,C,6
33000,MMP13,Control_2_C_6,29.23041,Control,2,C,6
33001,MMP2,Control_2_C_6,21.11766,Control,2,C,6
33002,PDGFA,Control_2_C_6,32.04042,Control,2,C,6
33003,THBS2,Control_2_C_6,22.92431,Control,2,C,6
33004,FBN1,Control_2_C_6,22.35307,Control,2,C,6
33005,FN1,Control_2_C_6,17.55105,Control,2,C,6
33006,GADD45B,Control_2_C_6,27.48707,Control,2,C,6
33007,HAS2,Control_2_C_6,28.76952,Control,2,C,6
33008,SERPINE2,Control_2_C_6,22.63974,Control,2,C,6
33009,SKIL,Control_2_C_6,26.2374,Control,2,C,6
33010,SMAD7,Control_2_C_6,27.52821,Control,2,C,6
33011,TGFB1,Control_2_C_6,24.93673,Control,2,C,6
33012,VEGFA,Control_2_C_6,27.43227,Control,2,C,6
33014,ACTA2,Control_2_C_6,24.80197,Control,2,C,6
33015,ATP6AP1,Control_2_C_6,24.53108,Control,2,C,6
33016,BGN,Control_2_C_6,23.13402,Control,2,C,6
33017,IL6,Control_2_C_6,NA,Control,2,C,6
33018,ITGA2,Control_2_C_6,26.66303,Control,2,C,6
33019,JUNB,Control_2_C_6,26.67292,Control,2,C,6
33020,LOXL1,Control_2_C_6,22.87298,Control,2,C,6
33021,TGFBR2,Control_2_C_6,23.42982,Control,2,C,6
33022,COL5A1,Control_2_C_6,26.55799,Control,2,C,6
33023,DCN,Control_2_C_6,19.93699,Control,2,C,6
